,IDFecha,IDTipoVuelo,IDTipoTrafico,IDEmpresa,IDEquipo,IDAeropuertoOrigen,IDAeropuertoDestino,Vuelos,Pasajeros,CargaBordo,TotalSillas,TotalCarga,ID
34189,47,3,0,47,61,253,188,11,55,1140.0,55,1140,34189
34190,63,3,0,47,61,551,486,7,47,1240.0,47,1240,34190
34191,56,3,0,47,61,253,188,4,26,830.0,26,830,34191
34192,50,3,0,47,61,253,188,1,0,500.0,0,500,34192
34193,62,3,0,47,61,551,486,1,4,150.0,4,150,34193
34194,36,3,0,47,61,253,188,3,16,312.0,16,312,34194
34195,66,3,0,44,59,551,486,1,1,0.0,1,0,34195
34196,68,3,0,44,59,551,486,1,0,30.0,0,30,34196
34197,63,3,0,44,59,551,486,1,0,980.0,0,980,34197
34198,59,3,0,44,59,253,188,2,3,410.0,3,410,34198
34199,57,3,0,44,59,253,188,1,1,300.0,1,300,34199
34200,67,3,0,44,59,551,486,4,14,110.0,14,110,34200
34201,60,3,0,44,59,551,486,1,0,60.0,0,60,34201
34202,62,3,0,44,59,551,486,1,4,0.0,4,0,34202
34203,45,3,0,4,59,253,188,1,2,40.0,2,40,34203
34204,43,3,0,6,59,253,188,1,1,0.0,1,0,34204
34205,41,3,0,6,59,253,188,2,4,0.0,4,0,34205
34206,58,3,0,30,59,253,188,1,4,123.0,4,123,34206
34207,59,3,0,30,59,253,188,3,4,683.0,4,683,34207
34208,57,3,0,76,59,253,188,1,3,36.0,3,36,34208
34209,29,3,0,75,24,253,188,7,57,1452.0,57,1452,34209
34210,5,3,0,36,48,253,188,1,1,0.0,1,0,34210
34211,3,3,0,75,104,253,188,10,38,800.0,38,800,34211
34212,15,3,0,75,104,253,188,10,3,155.0,3,155,34212
34213,16,3,0,75,104,253,188,1,2,1600.0,2,1600,34213
34214,4,3,0,75,104,253,188,8,28,546.0,28,546,34214
34215,5,3,0,75,104,253,188,7,26,947.0,26,947,34215
34216,6,3,0,75,104,253,188,2,11,19.0,11,19,34216
34217,13,3,0,75,104,253,188,3,17,118.0,17,118,34217
34218,17,3,0,75,104,253,188,1,7,122.0,7,122,34218
34219,8,3,0,75,104,253,188,3,8,23.0,8,23,34219
34220,20,3,0,75,104,253,188,2,6,104.0,6,104,34220
34221,2,3,0,75,104,253,188,11,40,1971.0,40,1971,34221
34222,7,3,0,75,104,253,188,2,3,495.0,3,495,34222
34223,35,3,0,75,104,253,188,2,6,60.0,6,60,34223
34224,19,3,0,75,104,253,188,3,18,438.0,18,438,34224
34225,12,3,0,75,104,253,188,7,44,313.0,44,313,34225
34226,59,3,0,35,104,253,188,4,29,600.0,29,600,34226
34227,65,3,0,35,104,551,486,1,0,0.0,0,0,34227
34228,59,3,0,81,104,253,188,1,3,15.0,3,15,34228
34229,57,3,0,76,104,253,188,2,7,312.0,7,312,34229
34230,18,3,0,75,8,253,188,3,19,352.0,19,352,34230
34231,43,3,0,6,53,253,188,4,13,90.0,13,90,34231
34232,39,3,0,6,53,253,188,5,21,181.0,21,181,34232
34233,66,3,0,6,53,551,486,1,2,0.0,2,0,34233
34234,19,3,0,6,53,253,188,3,2,630.0,2,630,34234
34235,38,3,0,6,53,253,188,1,3,0.0,3,0,34235
34236,6,3,0,6,53,253,188,1,5,45.0,5,45,34236
34237,12,3,0,6,53,253,188,1,5,60.0,5,60,34237
34238,30,3,0,6,53,253,188,4,16,0.0,16,0,34238
34239,40,3,0,6,53,253,188,3,9,226.0,9,226,34239
34240,14,3,0,6,53,253,188,1,4,50.0,4,50,34240
34241,41,3,0,6,53,253,188,1,0,363.0,0,363,34241
34242,4,3,0,6,53,253,188,1,2,75.0,2,75,34242
34243,35,3,0,6,53,253,188,8,19,1319.0,19,1319,34243
34244,34,3,0,6,53,253,188,9,25,1052.0,25,1052,34244
34245,32,3,0,6,53,253,188,5,10,498.0,10,498,34245
34246,37,3,0,6,53,253,188,2,5,181.0,5,181,34246
34247,26,3,0,6,53,253,188,13,35,1008.0,35,1008,34247
34248,25,3,0,6,53,253,188,1,0,363.0,0,363,34248
34249,33,3,0,6,53,253,188,8,28,158.0,28,158,34249
34250,64,3,0,6,53,551,486,1,0,136.0,0,136,34250
34251,28,3,0,6,53,253,188,4,14,353.0,14,353,34251
34252,44,3,0,6,53,253,188,1,1,0.0,1,0,34252
34253,24,3,0,6,53,253,188,2,2,0.0,2,0,34253
34254,5,3,0,6,53,253,188,4,0,1200.0,0,1200,34254
34255,31,3,0,6,53,253,188,5,16,321.0,16,321,34255
34256,23,3,0,6,53,253,188,2,10,0.0,10,0,34256
34257,20,3,0,6,53,253,188,1,3,0.0,3,0,34257
34258,27,3,0,6,53,253,188,16,53,1570.0,53,1570,34258
34259,36,3,0,6,53,253,188,8,17,250.0,17,250,34259
34260,21,3,0,6,53,253,188,6,11,431.0,11,431,34260
34261,9,3,0,50,53,253,188,1,5,45.0,5,45,34261
34262,14,3,0,50,53,253,188,1,1,300.0,1,300,34262
34263,8,3,0,50,53,253,188,3,4,365.0,4,365,34263
34264,3,3,0,50,53,253,188,1,2,40.0,2,40,34264
34265,2,3,0,50,53,253,188,2,3,0.0,3,0,34265
34266,11,3,0,50,53,253,188,2,5,86.0,5,86,34266
34267,5,3,0,50,53,253,188,1,1,225.0,1,225,34267
34268,44,3,0,6,46,253,188,10,39,1172.0,39,1172,34268
34269,47,3,0,6,46,253,188,8,45,490.0,45,490,34269
34270,46,3,0,6,46,253,188,11,63,821.0,63,821,34270
34271,51,3,0,6,46,253,188,23,121,1909.0,121,1909,34271
34272,45,3,0,6,46,253,188,11,60,381.0,60,381,34272
34273,43,3,0,6,46,253,188,3,16,388.0,16,388,34273
34274,53,3,0,6,46,253,188,18,103,1491.0,103,1491,34274
34275,52,3,0,6,46,253,188,17,89,547.0,89,547,34275
34276,48,3,0,6,46,253,188,15,85,1060.0,85,1060,34276
34277,49,3,0,6,46,253,188,22,113,1901.0,113,1901,34277
34278,50,3,0,6,46,253,188,24,106,3119.0,106,3119,34278
34279,5,3,0,50,46,253,188,2,0,1200.0,0,1200,34279
34280,1,3,0,50,46,253,188,1,0,400.0,0,400,34280
34281,9,3,0,50,46,253,188,1,0,600.0,0,600,34281
34282,9,3,0,7,61,202,188,1,8,0.0,8,0,34282
34283,16,3,0,7,106,197,188,7,28,134.0,28,134,34283
34284,24,3,0,7,106,197,188,3,7,6.0,7,6,34284
34285,25,3,0,7,106,197,188,3,10,54.0,10,54,34285
34286,27,3,0,7,106,197,188,12,47,115.0,47,115,34286
34287,21,3,0,7,106,197,188,2,5,48.0,5,48,34287
34288,22,3,0,7,106,197,188,1,0,20.0,0,20,34288
34289,18,3,0,7,106,197,188,2,0,6.0,0,6,34289
34290,23,3,0,7,106,197,188,1,0,10.0,0,10,34290
34291,26,3,0,7,106,197,188,14,10,54.0,10,54,34291
34292,19,3,0,7,106,197,188,4,16,119.0,16,119,34292
34293,28,3,0,7,106,197,188,16,59,97.0,59,97,34293
34294,48,3,0,85,55,197,188,1,6,300.0,6,300,34294
34295,6,3,0,75,91,197,188,2,8,24.0,8,24,34295
34296,3,3,0,75,91,197,188,2,2,150.0,2,150,34296
34297,59,3,0,75,91,197,188,1,7,100.0,7,100,34297
34298,4,3,0,75,91,197,188,1,3,100.0,3,100,34298
34299,7,3,0,75,91,197,188,1,0,22.0,0,22,34299
34300,58,3,0,75,91,197,188,1,4,100.0,4,100,34300
34301,2,3,0,75,91,197,188,3,9,350.0,9,350,34301
34302,10,3,0,7,61,197,188,10,54,139.0,54,139,34302
34303,6,3,0,7,61,197,188,14,69,314.0,69,314,34303
34304,16,3,0,7,61,197,188,5,26,256.0,26,256,34304
34305,9,3,0,7,61,197,188,12,52,98.0,52,98,34305
34306,5,3,0,7,61,197,188,13,82,239.0,82,239,34306
34307,18,3,0,7,61,197,188,17,84,121.0,84,121,34307
34308,20,3,0,7,61,197,188,11,86,145.0,86,145,34308
34309,11,3,0,7,61,197,188,11,81,529.0,81,529,34309
34310,4,3,0,7,61,197,188,18,66,132.0,66,132,34310
34311,12,3,0,7,61,197,188,16,72,180.0,72,180,34311
34312,23,3,0,7,61,197,188,21,137,196.0,137,196,34312
34313,3,3,0,7,61,197,188,11,66,132.0,66,132,34313
34314,7,3,0,7,61,197,188,13,77,266.0,77,266,34314
34315,14,3,0,7,61,197,188,17,123,531.0,123,531,34315
34316,21,3,0,7,61,197,188,18,111,201.0,111,201,34316
34317,26,3,0,7,61,197,188,6,15,18.0,15,18,34317
34318,2,3,0,7,61,197,188,16,107,102.0,107,102,34318
34319,17,3,0,7,61,197,188,13,58,106.0,58,106,34319
34320,24,3,0,7,61,197,188,13,78,153.0,78,153,34320
34321,22,3,0,7,61,197,188,20,82,233.0,82,233,34321
34322,0,3,0,7,61,197,188,11,61,11.0,61,11,34322
34323,8,3,0,7,61,197,188,15,79,318.0,79,318,34323
34324,19,3,0,7,61,197,188,11,45,179.0,45,179,34324
34325,25,3,0,7,61,197,188,14,50,100.0,50,100,34325
34326,13,3,0,7,61,197,188,11,57,158.0,57,158,34326
34327,15,3,0,7,61,197,188,10,69,117.0,69,117,34327
34328,55,3,0,6,61,197,188,1,8,0.0,8,0,34328
34329,48,3,0,6,61,197,188,1,8,0.0,8,0,34329
34330,46,3,0,6,61,197,188,4,25,266.0,25,266,34330
34331,54,3,0,6,61,197,188,1,0,0.0,0,0,34331
34332,42,3,0,6,61,197,188,2,9,0.0,9,0,34332
34333,60,3,0,6,61,495,486,3,13,766.0,13,766,34333
34334,45,3,0,6,61,197,188,1,2,0.0,2,0,34334
34335,52,3,0,6,61,197,188,1,1,45.0,1,45,34335
34336,14,3,0,6,61,197,188,2,16,100.0,16,100,34336
34337,47,3,0,6,61,197,188,3,19,136.0,19,136,34337
34338,58,3,0,30,61,197,188,1,3,210.0,3,210,34338
34339,47,3,0,47,61,197,188,3,18,450.0,18,450,34339
34340,59,3,0,47,61,197,188,1,7,300.0,7,300,34340
34341,59,3,0,35,104,197,188,3,24,300.0,24,300,34341
34342,26,3,0,6,53,197,188,1,3,0.0,3,0,34342
34343,35,3,0,6,53,197,188,1,1,0.0,1,0,34343
34344,33,3,0,6,53,197,188,1,1,1.0,1,1,34344
34345,27,3,0,6,53,197,188,1,2,0.0,2,0,34345
34346,34,3,0,6,53,197,188,1,5,0.0,5,0,34346
34347,61,3,0,79,53,495,486,4,12,0.0,12,0,34347
34348,60,3,0,79,53,495,486,3,8,0.0,8,0,34348
34349,62,3,0,79,53,495,486,5,10,0.0,10,0,34349
34350,48,3,0,6,46,197,188,3,13,386.0,13,386,34350
34351,47,3,0,6,46,197,188,1,3,250.0,3,250,34351
34352,51,3,0,6,46,197,188,1,6,45.0,6,45,34352
34353,53,3,0,6,46,197,188,1,0,0.0,0,0,34353
34354,44,3,0,6,46,197,188,2,13,0.0,13,0,34354
34355,45,3,0,6,46,197,188,1,6,0.0,6,0,34355
34356,46,3,0,6,46,197,188,1,1,0.0,1,0,34356
34357,56,3,0,30,61,214,188,1,4,0.0,4,0,34357
34358,35,3,0,75,91,196,188,1,15,160.0,15,160,34358
34359,7,3,0,75,91,196,188,1,10,50.0,10,50,34359
34360,35,3,0,34,106,204,210,1,4,0.0,4,0,34360
34361,49,3,0,34,106,204,210,1,4,0.0,4,0,34361
34362,21,3,0,29,106,204,210,1,3,81.0,3,81,34362
34363,26,3,0,29,106,204,210,1,2,73.0,2,73,34363
34364,68,3,0,29,106,502,508,1,2,125.0,2,125,34364
34365,38,3,0,29,106,204,210,1,3,67.0,3,67,34365
34366,22,3,0,29,106,204,210,2,5,117.0,5,117,34366
34367,17,3,0,29,106,204,210,1,2,73.0,2,73,34367
34368,42,3,0,29,106,204,210,1,3,60.0,3,60,34368
34369,23,3,0,29,106,204,210,1,3,69.0,3,69,34369
34370,7,3,0,34,104,204,210,1,6,0.0,6,0,34370
34371,25,3,0,29,104,204,210,1,3,75.0,3,75,34371
34372,36,3,0,29,104,204,210,1,3,60.0,3,60,34372
34373,38,3,0,29,104,204,210,1,3,67.0,3,67,34373
34374,29,3,0,29,104,204,210,1,3,59.0,3,59,34374
34375,19,3,0,29,104,204,210,1,2,62.0,2,62,34375
34376,67,3,0,29,104,502,508,1,2,26.0,2,26,34376
34377,82,3,0,29,104,800,806,1,4,170.0,4,170,34377
34378,44,3,0,29,53,204,210,1,2,67.0,2,67,34378
34379,45,3,0,29,53,204,210,1,2,69.0,2,69,34379
34380,35,3,0,29,53,204,210,1,2,67.0,2,67,34380
34381,36,3,0,29,53,243,210,1,2,59.0,2,59,34381
34382,34,3,0,29,50,206,210,1,2,67.0,2,67,34382
34383,35,3,0,29,48,206,210,2,4,134.0,4,134,34383
34384,23,3,0,29,53,206,210,1,2,68.0,2,68,34384
34385,26,3,0,29,53,206,210,2,4,146.0,4,146,34385
34386,30,3,0,29,53,206,210,1,3,81.0,3,81,34386
34387,20,3,0,29,53,206,210,1,2,60.0,2,60,34387
34388,28,3,0,75,91,229,210,1,10,90.0,10,90,34388
34389,33,3,0,75,91,229,210,1,8,100.0,8,100,34389
34390,21,3,0,75,91,229,210,1,10,100.0,10,100,34390
34391,62,3,0,29,104,280,508,1,1,124.0,1,124,34391
34392,52,3,0,29,106,221,210,1,2,35.0,2,35,34392
34393,4,3,0,52,106,221,210,1,3,0.0,3,0,34393
34394,51,3,0,60,41,221,210,1,9,0.0,9,0,34394
34395,52,3,0,29,104,221,210,1,2,65.0,2,65,34395
34396,25,3,0,29,53,224,210,1,2,75.0,2,75,34396
34397,41,3,0,29,106,245,210,1,2,69.0,2,69,34397
34398,62,3,0,66,106,523,508,1,1,50.0,1,50,34398
34399,49,3,0,29,106,225,210,3,6,213.0,6,213,34399
34400,62,3,0,29,106,523,508,1,3,15.0,3,15,34400
34401,16,3,0,19,14,225,210,1,7,0.0,7,0,34401
34402,33,3,0,29,50,225,210,2,4,152.0,4,152,34402
34403,37,3,0,29,50,225,210,1,2,75.0,2,75,34403
34404,25,3,0,29,50,225,210,1,2,75.0,2,75,34404
34405,28,3,0,29,50,225,210,2,4,114.0,4,114,34405
34406,32,3,0,29,50,225,210,1,2,72.0,2,72,34406
34407,30,3,0,29,50,225,210,3,7,215.0,7,215,34407
34408,26,3,0,29,50,225,210,1,2,73.0,2,73,34408
34409,27,3,0,29,50,225,210,1,2,66.0,2,66,34409
34410,38,3,0,29,48,225,210,2,4,134.0,4,134,34410
34411,45,3,0,29,48,225,210,4,8,276.0,8,276,34411
34412,35,3,0,29,48,225,210,2,4,134.0,4,134,34412
34413,39,3,0,29,48,225,210,1,2,67.0,2,67,34413
34414,36,3,0,29,48,225,210,6,12,354.0,12,354,34414
34415,44,3,0,29,48,225,210,2,3,134.0,3,134,34415
34416,41,3,0,29,48,225,210,2,4,138.0,4,138,34416
34417,46,3,0,29,48,225,210,2,3,154.0,3,154,34417
34418,34,3,0,29,48,225,210,3,6,201.0,6,201,34418
34419,40,3,0,29,48,225,210,2,3,131.0,3,131,34419
34420,43,3,0,29,48,225,210,4,5,273.0,5,273,34420
34421,37,3,0,29,48,225,210,1,2,75.0,2,75,34421
34422,42,3,0,29,48,225,210,2,4,118.0,4,118,34422
34423,49,3,0,29,53,225,210,2,4,125.0,4,125,34423
34424,25,3,0,29,53,225,210,2,5,150.0,5,150,34424
34425,50,3,0,29,53,225,210,3,6,166.0,6,166,34425
34426,58,3,0,29,53,225,210,3,4,295.0,4,295,34426
34427,59,3,0,29,53,225,210,3,3,337.0,3,337,34427
34428,18,3,0,29,53,225,210,1,2,75.0,2,75,34428
34429,57,3,0,29,53,225,210,4,4,251.0,4,251,34429
34430,52,3,0,29,53,225,210,4,6,265.0,6,265,34430
34431,20,3,0,29,53,225,210,2,4,120.0,4,120,34431
34432,24,3,0,29,53,225,210,6,12,390.0,12,390,34432
34433,22,3,0,29,53,225,210,2,5,117.0,5,117,34433
34434,31,3,0,29,53,225,210,2,4,116.0,4,116,34434
34435,48,3,0,29,53,225,210,5,12,343.0,12,343,34435
34436,39,3,0,29,53,225,210,2,3,134.0,3,134,34436
34437,41,3,0,29,53,225,210,2,4,138.0,4,138,34437
34438,46,3,0,29,53,225,210,2,4,154.0,4,154,34438
34439,54,3,0,29,53,225,210,4,5,640.0,5,640,34439
34440,60,3,0,29,53,523,508,3,5,199.0,5,199,34440
34441,29,3,0,29,53,225,210,4,8,236.0,8,236,34441
34442,47,3,0,29,53,225,210,3,6,206.0,6,206,34442
34443,27,3,0,29,53,225,210,2,4,132.0,4,132,34443
34444,55,3,0,29,53,225,210,3,3,562.0,3,562,34444
34445,51,3,0,29,53,225,210,2,2,130.0,2,130,34445
34446,53,3,0,29,53,225,210,1,1,325.0,1,325,34446
34447,26,3,0,29,53,225,210,1,2,73.0,2,73,34447
34448,21,3,0,29,53,225,210,3,6,165.0,6,165,34448
34449,19,3,0,29,53,225,210,2,4,124.0,4,124,34449
34450,40,3,0,29,53,225,210,3,4,194.0,4,194,34450
34451,17,3,0,29,53,225,210,1,2,73.0,2,73,34451
34452,32,3,0,29,53,225,210,1,2,72.0,2,72,34452
34453,56,3,0,29,53,225,210,3,4,84.0,4,84,34453
34454,25,3,0,34,106,171,210,1,4,0.0,4,0,34454
34455,21,3,0,34,106,484,210,1,4,0.0,4,0,34455
34456,1,3,0,34,106,484,210,1,4,0.0,4,0,34456
34457,43,3,0,34,106,484,210,1,2,0.0,2,0,34457
34458,21,3,0,29,106,484,210,3,8,243.0,8,243,34458
34459,35,3,0,29,106,484,210,1,2,67.0,2,67,34459
34460,56,3,0,29,106,484,210,4,9,427.0,9,427,34460
34461,20,3,0,29,106,484,210,2,6,120.0,6,120,34461
34462,39,3,0,29,106,484,210,1,2,69.0,2,69,34462
34463,24,3,0,29,106,484,210,2,4,130.0,4,130,34463
34464,60,3,0,29,106,484,508,2,4,248.0,4,248,34464
34465,34,3,0,29,106,484,210,2,4,134.0,4,134,34465
34466,45,3,0,29,106,484,210,8,16,552.0,16,552,34466
34467,62,3,0,29,106,484,508,1,1,15.0,1,15,34467
34468,50,3,0,29,106,484,210,3,7,163.0,7,163,34468
34469,19,3,0,29,106,484,210,2,4,124.0,4,124,34469
34470,59,3,0,29,106,484,210,3,4,51.0,4,51,34470
34471,48,3,0,29,106,484,210,4,9,285.0,9,285,34471
34472,55,3,0,29,106,484,210,4,4,450.0,4,450,34472
34473,27,3,0,29,106,484,210,2,4,130.0,4,130,34473
34474,23,3,0,29,106,484,210,4,10,274.0,10,274,34474
34475,54,3,0,29,106,484,210,3,4,277.0,4,277,34475
34476,44,3,0,29,106,484,210,2,4,141.0,4,141,34476
34477,61,3,0,29,106,484,508,2,4,250.0,4,250,34477
34478,78,3,0,29,106,782,806,1,1,112.0,1,112,34478
34479,30,3,0,29,106,484,210,2,6,162.0,6,162,34479
34480,22,3,0,29,106,484,210,3,8,179.0,8,179,34480
34481,46,3,0,29,106,484,210,2,4,154.0,4,154,34481
34482,49,3,0,29,106,484,210,1,3,66.0,3,66,34482
34483,52,3,0,29,106,484,210,4,6,262.0,6,262,34483
34484,37,3,0,29,106,484,210,1,3,75.0,3,75,34484
34485,47,3,0,29,106,484,210,4,10,278.0,10,278,34485
34486,58,3,0,29,106,484,210,3,4,65.0,4,65,34486
34487,42,3,0,29,106,484,210,4,6,234.0,6,234,34487
34488,28,3,0,29,106,484,210,1,3,57.0,3,57,34488
34489,57,3,0,29,106,484,210,2,4,38.0,4,38,34489
34490,40,3,0,29,106,484,210,1,2,68.0,2,68,34490
34491,51,3,0,29,106,484,210,3,5,215.0,5,215,34491
34492,53,3,0,29,106,484,210,1,1,145.0,1,145,34492
34493,62,3,0,81,106,484,508,1,1,5.0,1,5,34493
34494,49,3,0,34,61,484,210,1,7,5.0,7,5,34494
34495,57,3,0,34,61,484,210,1,1,0.0,1,0,34495
34496,31,3,0,29,50,484,210,1,2,59.0,2,59,34496
34497,21,3,0,29,50,484,210,1,2,55.0,2,55,34497
34498,24,3,0,29,50,484,210,1,2,65.0,2,65,34498
34499,39,3,0,29,50,484,210,2,3,134.0,3,134,34499
34500,36,3,0,29,50,484,210,3,6,177.0,6,177,34500
34501,38,3,0,29,50,484,210,1,2,67.0,2,67,34501
34502,34,3,0,29,50,484,210,2,4,134.0,4,134,34502
34503,40,3,0,29,50,484,210,2,3,131.0,3,131,34503
34504,41,3,0,29,50,484,210,1,2,69.0,2,69,34504
34505,26,3,0,29,50,484,210,1,2,73.0,2,73,34505
34506,17,3,0,29,50,484,210,1,2,73.0,2,73,34506
34507,40,3,0,29,48,484,210,1,2,68.0,2,68,34507
34508,33,3,0,29,48,484,210,1,2,76.0,2,76,34508
34509,32,3,0,29,48,484,210,1,2,72.0,2,72,34509
34510,1,3,0,34,104,484,210,1,6,0.0,6,0,34510
34511,2,3,0,34,104,484,210,1,6,0.0,6,0,34511
34512,19,3,0,29,104,484,210,1,2,62.0,2,62,34512
34513,73,3,0,29,104,782,806,1,2,124.0,2,124,34513
34514,48,3,0,29,104,484,210,1,2,75.0,2,75,34514
34515,67,3,0,29,104,484,508,2,3,350.0,3,350,34515
34516,28,3,0,29,104,484,210,1,3,57.0,3,57,34516
34517,36,3,0,29,104,484,210,2,6,120.0,6,120,34517
34518,24,3,0,29,104,484,210,1,2,65.0,2,65,34518
34519,59,3,0,29,104,484,210,1,2,150.0,2,150,34519
34520,61,3,0,29,104,484,508,1,2,25.0,2,25,34520
34521,39,3,0,29,104,484,210,1,3,67.0,3,67,34521
34522,42,3,0,29,104,484,210,4,6,234.0,6,234,34522
34523,64,3,0,29,104,484,508,1,1,15.0,1,15,34523
34524,49,3,0,29,104,484,210,3,6,217.0,6,217,34524
34525,27,3,0,29,104,484,210,1,2,67.0,2,67,34525
34526,53,3,0,29,104,484,210,1,1,25.0,1,25,34526
34527,38,3,0,29,104,484,210,1,3,67.0,3,67,34527
34528,47,3,0,29,104,484,210,1,3,72.0,3,72,34528
34529,65,3,0,29,104,484,508,1,1,129.0,1,129,34529
34530,41,3,0,29,104,484,210,1,2,69.0,2,69,34530
34531,18,3,0,29,104,484,210,1,2,75.0,2,75,34531
34532,26,3,0,29,104,484,210,1,2,73.0,2,73,34532
34533,25,3,0,29,104,484,210,3,12,225.0,12,225,34533
34534,30,3,0,29,104,484,210,2,5,148.0,5,148,34534
34535,54,3,0,29,104,484,210,1,1,85.0,1,85,34535
34536,35,3,0,29,53,484,210,3,6,201.0,6,201,34536
34537,33,3,0,29,53,484,210,1,2,76.0,2,76,34537
34538,42,3,0,29,53,484,210,1,3,60.0,3,60,34538
34539,41,3,0,29,53,484,210,1,2,69.0,2,69,34539
34540,43,3,0,29,53,484,210,4,5,273.0,5,273,34540
34541,44,3,0,29,53,484,210,2,3,134.0,3,134,34541
34542,37,3,0,29,53,484,210,3,6,225.0,6,225,34542
34543,45,3,0,29,53,484,210,1,2,69.0,2,69,34543
34544,72,3,0,34,63,782,806,1,2,0.0,2,0,34544
34545,49,3,0,29,106,222,210,1,3,66.0,3,66,34545
34546,34,3,0,29,53,222,210,1,2,67.0,2,67,34546
34547,41,3,0,60,41,196,210,1,1,145.0,1,145,34547
34548,23,3,0,70,24,196,210,1,8,180.0,8,180,34548
34549,26,2,0,9,74,231,225,1,1,0.0,19,230,34549
34550,30,2,0,9,74,231,225,1,1,0.0,17,204,34550
34551,61,3,0,66,106,526,523,1,0,150.0,0,150,34551
34552,63,3,0,66,106,526,523,1,0,0.0,0,0,34552
34553,67,3,0,66,106,526,523,1,0,0.0,0,0,34553
34554,40,3,0,70,24,228,225,1,1,200.0,1,200,34554
34555,72,3,0,42,89,840,821,4,1,0.0,1,0,34555
34556,73,3,0,42,89,840,821,1,0,0.0,0,0,34556
34557,65,3,0,68,89,542,523,2,3,0.0,3,0,34557
34558,62,3,0,68,75,542,523,1,1,0.0,1,0,34558
34559,76,3,0,68,75,840,821,1,1,0.0,1,0,34559
34560,61,3,0,68,75,542,523,3,0,0.0,0,0,34560
34561,59,3,0,50,42,199,225,1,0,0.0,0,0,34561
34562,15,2,0,9,89,199,225,1,12,0.0,12,158,34562
34563,11,2,0,9,89,199,225,1,7,5.0,10,138,34563
34564,69,3,0,68,89,497,523,1,8,0.0,8,0,34564
34565,45,3,0,68,89,199,225,1,9,0.0,9,0,34565
34566,22,3,0,34,106,199,225,1,3,0.0,3,0,34566
34567,25,3,0,66,106,199,225,1,2,60.0,2,60,34567
34568,20,3,0,47,106,199,225,1,2,200.0,2,200,34568
34569,31,3,0,63,64,199,225,1,1,1.0,1,1,34569
34570,26,3,0,0,16,199,225,2,0,7000.0,0,7000,34570
34571,27,3,0,0,16,199,225,2,0,3200.0,0,3200,34571
34572,20,3,0,0,17,199,225,1,0,4000.0,0,4000,34572
34573,1,3,0,0,17,199,225,1,0,3500.0,0,3500,34573
34574,36,3,0,4,59,199,225,1,1,0.0,1,0,34574
34575,25,3,0,29,50,199,225,1,2,75.0,2,75,34575
34576,44,3,0,70,24,199,225,2,2,0.0,2,0,34576
34577,37,3,0,70,24,199,225,1,1,0.0,1,0,34577
34578,42,3,0,29,48,199,225,1,3,60.0,3,60,34578
34579,78,3,0,34,63,795,821,1,4,0.0,4,0,34579
34580,63,3,0,66,106,457,523,1,1,100.0,1,100,34580
34581,47,3,0,29,106,162,225,1,3,72.0,3,72,34581
34582,49,3,0,29,106,162,225,1,3,72.0,3,72,34582
34583,67,3,0,62,106,457,523,1,1,40.0,1,40,34583
34584,68,3,0,62,106,457,523,1,2,40.0,2,40,34584
34585,33,3,0,29,50,162,225,1,2,76.0,2,76,34585
34586,31,3,0,29,50,162,225,1,2,59.0,2,59,34586
34587,30,3,0,29,50,162,225,2,5,148.0,5,148,34587
34588,27,3,0,29,50,162,225,1,2,66.0,2,66,34588
34589,56,3,0,22,68,162,225,1,0,0.0,0,0,34589
34590,39,3,0,29,48,162,225,1,2,67.0,2,67,34590
34591,43,3,0,29,48,162,225,1,2,69.0,2,69,34591
34592,38,3,0,29,48,162,225,2,4,134.0,4,134,34592
34593,46,3,0,29,48,162,225,2,3,154.0,3,154,34593
34594,45,3,0,29,48,162,225,1,2,69.0,2,69,34594
34595,52,3,0,29,53,162,225,2,2,120.0,2,120,34595
34596,54,3,0,29,53,162,225,1,2,25.0,2,25,34596
34597,66,3,0,29,53,457,523,1,2,31.0,2,31,34597
34598,47,3,0,29,53,162,225,1,2,72.0,2,72,34598
34599,21,3,0,29,53,162,225,1,2,55.0,2,55,34599
34600,25,3,0,29,53,162,225,1,2,75.0,2,75,34600
34601,60,3,0,29,53,457,523,2,3,148.0,3,148,34601
34602,26,3,0,29,53,162,225,1,2,73.0,2,73,34602
34603,53,3,0,29,53,162,225,2,2,231.0,2,231,34603
34604,19,3,0,29,53,162,225,1,2,62.0,2,62,34604
34605,23,3,0,29,53,162,225,1,2,68.0,2,68,34605
34606,57,3,0,29,53,162,225,1,1,176.0,1,176,34606
34607,22,3,0,29,53,162,225,1,3,62.0,3,62,34607
34608,59,3,0,29,53,162,225,1,1,23.0,1,23,34608
34609,56,3,0,29,53,162,225,1,2,149.0,2,149,34609
34610,48,3,0,29,53,162,225,1,2,42.0,2,42,34610
34611,65,3,0,29,53,457,523,2,3,285.0,3,285,34611
34612,55,3,0,29,53,162,225,1,1,25.0,1,25,34612
34613,65,3,0,68,75,553,523,1,0,0.0,0,0,34613
34614,29,3,0,29,50,217,225,1,2,59.0,2,59,34614
34615,28,3,0,29,50,217,225,1,2,57.0,2,57,34615
34616,25,3,0,29,50,217,225,1,2,75.0,2,75,34616
34617,20,3,0,6,53,217,225,1,4,0.0,4,0,34617
34618,24,3,0,29,53,217,225,1,2,65.0,2,65,34618
34619,83,3,0,74,61,846,821,1,0,0.0,0,0,34619
34620,20,3,0,19,14,250,225,1,3,0.0,3,0,34620
