,IDAeropuerto,Sigla,IATA,NombreAeropuerto,Categoria,Latitud,Longitud,Municipio,Departamento,Propietario,Explotador,LongitudPista,AnchoPista,PBMO,Elevacion,Resolucion,Clase,Tipo,GCD_Municipio,GCD_Departamento,FechaInicioVigencia,FechaFinVigencia,VersionDelRegistro,Anio
212,774,ARG,no-especificado,ARAGUANEY,Aeródromo,5.413,-72.285,Yopal,Casanare,SANAR S.A.S,SANAR S.A.S.,49,37,4000,796,"705,000",1A,Público,85001,85,2016-01-01,2300-01-01,S,2016
213,775,ARO,ARO,ARBOLETES,Aeródromo,8.8394,-76.43,Arboletes,Antioquia,MUNICIPIO,MUNICIPIO,4705,73,6000,13,"4,381,000",2B,Público,5051,5,2016-01-01,2300-01-01,S,2016
214,776,ARQ,ARQ,EL TRONCAL,Aeródromo,7.0211,-71.3889,Arauquita,Arauca,AEROCIVIL,AEROCIVIL,335,57,12202,509,"1,073,000",2C,Aerocivil,81065,81,2016-01-01,2300-01-01,S,2016
215,777,ATC,no-especificado,ATACO,Aeródromo,3.5837,-75.3891,Ataco,Tolima,MUNICIPIO,MUNICIPIO,2607,55,4000,1519,"156,000",2A,Aerocivil,73067,73,2016-01-01,2300-01-01,S,2016
216,778,AUC,AUC,SANTIAGO PEREZ QUIROZ,Nacional,7.0689,-70.737,Arauca,Arauca,AEROCIVIL,AEROCIVIL,164,1,no-especificado,418,"984,000",4C,Público,81001,81,2016-01-01,2300-01-01,S,2016
217,779,AUR,no-especificado,EL CORAJE,Aeródromo,10.0247,-74.067,Ariguaní,Magdalena,CAMAGUEY S.A.,CAMAGUEY S.A.,117,5,4000,282,"7,094,000",1A,Fumigación,47058,47,2016-01-01,2300-01-01,S,2016
218,780,BAL,no-especificado,INGENIO RISARALDA,Aeródromo,4.8948,-75.9044,Balboa,Risaralda,INGENIO RISARALDA,ING.RISARALDA-ASOCAÑA,794,0,500,3034,"2,954,000",1A,Aerocivil,66075,66,2016-01-01,2300-01-01,S,2016
219,781,BAN,no-especificado,BANCO LARGO,Aeródromo,5.4631,-72.0631,Nunchía,Casanare,JAVIER CHINCHILLA MUNAR,SFA- LTDA,1638,23,2000,692,"7,056,000",1A,Aerocivil,85225,85,2016-01-01,2300-01-01,S,2016
220,782,BAQ,BAQ,ERNESTO CORTISSOZ,Internacional,10.8896,-74.7809,Barranquilla,Atlántico,AEROCIVIL,GRUPO AEROPORTUARIO DEL CARIBE S.A.S.,3842,144,no-especificado,98,"1,152,000",4E,Aerocivil,8001,8,2016-01-01,2300-01-01,S,2016
221,783,BAR,no-especificado,GUAICARAMO,Aeródromo,4.4605,-72.9509,Barranca de Upía,Meta,GUAICARAMO S.A.,GUAICARAMO S.A.,4146,39,5500,649,"7,236,000",1A,Privado,50110,50,2016-01-01,2300-01-01,S,2016
222,784,BBA,no-especificado,PIZARRO,Aeródromo,4.9608,-77.3633,Bajo Baudó,Chocó,MUNICIPIO,MUNICIPIO,11,3,no-especificado,10,"6,365,000",1A,Aerocivil,27077,27,2016-01-01,2300-01-01,S,2016
223,785,BEC,no-especificado,BECERRIL,Aeródromo,9.6628,-73.2744,Becerril,Cesar,MUNICIPIO,FUMILLANOS,48,163,3500,320,"2,989,000",3B,Público,20045,20,2016-01-01,2300-01-01,S,2016
224,786,BIC,no-especificado,BERASTEGUI,Aeródromo,8.8845,-75.6835,Ciénaga de Oro,Córdoba,AEROCIVIL,AEROCIVIL,353,58,2000,48,"984,000",0B,Fumigación,23189,23,2016-01-01,2300-01-01,S,2016
225,787,BIZ,no-especificado,BIZERTA,Aeródromo,5.4225,-71.9936,Nunchía,Casanare,CELMIRA BARRAGAN F.,FUMIVILLA LTDA,57,0,2000,639,"151,000",1A,Privado,85225,85,2016-01-01,2300-01-01,S,2016
226,788,BMG,no-especificado,BARRANCO MINAS,Aeródromo,3.4907,-69.8097,Barranco Minas,Guainía,GOBERNACION,DEPARTAMENTO,33,0,no-especificado,125,"2,477,000",1A,Fumigación,94343,94,2016-01-01,2300-01-01,S,2016
227,789,BNI,no-especificado,BOLUGA,Aeródromo,4.6903,-74.8894,Venadillo,Tolima,MARGOT URIBE DE SAMPER Y CIA,CRUZ VERDE,4,0,3000,1092,"2,172,000",1A,Público,73861,73,2016-01-01,2300-01-01,S,2016
228,790,BNO,no-especificado,BUENOS AIRES,Aeródromo,7.462,-73.7464,Puerto Wilches,Santander,AGRICOLA BUFALERA DE COLOMBIA,EL MISMO,2510,123,3500,229,"7,239,000",1A,Privado,68575,68,2016-01-01,2300-01-01,S,2016
229,791,BNP,no-especificado,BUENOS AIRES -FADELCE,Aeródromo,9.02,-73.6725,Pailitas,Cesar,FADELCE LTDA,FADELCE LTDA,2313,58,2000,82,"24,000",2A,Aerocivil,20517,20,2016-01-01,2300-01-01,S,2016
230,792,BOG,BOG,EL DORADO,Internacional,4.7017,-74.1469,"Bogotá, D.C.","Bogotá, D.C.",AEROCIVIL,EN CONCESION CODAD,5751,13,no-especificado,8356,"320,000",4E,Privado,11001,11,2016-01-01,2300-01-01,S,2016
231,793,BUN,BUN,BUENAVENTURA-GERARDO TOBAR LOPEZ,Nacional,3.8196,-76.9899,Buenaventura,Valle del Cauca,AEROCIVIL,AEROCIVIL,111,24,no-especificado,44,"1,026,000",2C,Fumigación,76109,76,2016-01-01,2300-01-01,S,2016
232,794,CAN,no-especificado,CANARIAS,Aeródromo,5.472,-72.1533,Nunchía,Casanare,SERRANO HERRERA Y CIA,EL MISMO,3890,0,2500,735,"3,940,000",1A,Fumigación,85225,85,2016-01-01,2300-01-01,S,2016
233,795,CAQ,no-especificado,JUAN H.WHITE,Regional,7.968,-75.1982,Caucasia,Antioquia,AEROLINEA DE ANTIOQUIA,AEROLINEA DE ANTIOQ.,17,92,no-especificado,207,"5,052,000",2B,Privado,5154,5,2016-01-01,2300-01-01,S,2016
234,796,CIM,CIM,GUSTAVO ROJAS PINILLA,Aeródromo,6.3674,-73.9706,Cimitarra,Santander,AEROCIVIL,AEROCIVIL,32,5,12202,735,"644,000",3C,Privado,68190,68,2016-01-01,2300-01-01,S,2016
235,797,CLO,CLO,ALFONSO BONILLA ARAGON,Internacional,3.5431,-76.3817,Palmira,Valle del Cauca,AEROCIVIL,CONCESION AEROCALI S.A.,8878,5,no-especificado,3174,"984,000",4E,Aerocivil,76520,76,2016-01-01,2300-01-01,S,2016
236,798,COG,COG,CONDOTO MANDINGA,Regional,5.072,-76.6766,Condoto,Chocó,AEROCIVIL,AEROCIVIL,131,71,no-especificado,166,"984,000",2C,Fumigación,27205,27,2016-01-01,2300-01-01,S,2016
237,799,CPL,CPL,NAVAS PARDO,Aeródromo,3.7238,-75.4654,Chaparral,Tolima,AEROCIVIL,AEROCIVIL,6144,0,no-especificado,2729,"499,000",2C,Fumigación,73168,73,2016-01-01,2300-01-01,S,2016
238,800,CTG,CTG,RAFAEL NUÑEZ,Internacional,10.442,-75.5123,Cartagena de Indias,Bolívar,AEROCIVIL,CONCESION-SACSA,232,3,no-especificado,7,"4,501,000",4D,Público,13001,13,2016-01-01,2300-01-01,S,2016
239,801,CUC,CUC,CAMILO DAZA,Internacional,7.9274,-72.5116,San José de Cúcuta,Norte de Santander,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,5359,159,no-especificado,1027,"984,000",4D,Público,54001,54,2016-01-01,2300-01-01,S,2016
240,802,CZU,CZU,LAS BRUJAS,Regional,9.3325,-75.2853,Corozal,Sucre,AEROCIVIL,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte,4499,146,no-especificado,519,"1,862,000",3C,Fumigación,70215,70,2016-01-01,2300-01-01,S,2016
241,803,EET,no-especificado,EL ESCOBAL,Aeródromo,4.3956,-75.0708,Ibagué,Tolima,INVERSIONES AGROPECUARIAS DOIMA,SANIDAD VEGETAL CRUZ,1181,45,2000,2450,"401,000",1A,Fumigación,73001,73,2016-01-01,2300-01-01,S,2016
242,804,EJA,EJA,YARIGUIES,Nacional,7.0244,-73.8068,Barrancabermeja,Santander,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,10172,151,61100,414,"115,000",3C,Aerocivil,68081,68,2016-01-01,2300-01-01,S,2016
243,805,EJU,no-especificado,EL JUNCAL,Aeródromo,2.8471,-75.3133,Palermo,Huila,ASOJUNCAL,SANIDAD VEGETAL CRUZ VERDE,1981,1,2000,1509,"4,949,000",1A,Público,41524,41,2016-01-01,2300-01-01,S,2016
244,806,ELB,ELB,LAS FLORES,Aeródromo,9.0428,-73.9715,El Banco,Magdalena,AEROCIVIL,AEROCIVIL,35,2,19045,110,"1,374,000",3B,Público,47245,47,2016-01-01,2300-01-01,S,2016
245,807,EYP,EYP,EL ALCARAVAN,Nacional,5.3191,-72.3842,Yopal,Casanare,AEROCIVIL,AEROCIVIL,161,10,no-especificado,1016,"984,000",3C,Aerocivil,85001,85,2016-01-01,2300-01-01,S,2016
246,808,FLA,FLA,GUSTAVO ARTUNDUAGA PAREDES,Nacional,1.589,-75.5643,Florencia,Caquetá,AEROCIVIL,AEROCIVIL,8526,93,no-especificado,803,"984,000",3C,Aerocivil,18001,18,2016-01-01,2300-01-01,S,2016
247,809,GPI,GPI,JUAN CASIANO,Regional,2.57,-77.898,Guapí,Cauca,AEROCIVIL,AEROCIVIL,4542,0,no-especificado,164,"245,000",3C,Público,19318,19,2016-01-01,2300-01-01,S,2016
248,810,GYM,no-especificado,FLAMINIO S. CAMACHO,Aeródromo,4.8125,-74.0651,Chía,Cundinamarca,AEROCIVIL,AEROCIVIL,4552,50,7000,8386,"984,000",2B,Privado,25175,25,2016-01-01,2300-01-01,S,2016
249,811,HTZ,HTZ,HATO COROZAL,Aeródromo,6.1535,-71.7616,Hato Corozal,Casanare,AEROCIVIL,AEROCIVIL,1833,1,12202,830,"502,000",2C,Privado,85125,85,2016-01-01,2300-01-01,S,2016
250,812,IBE,IBE,PERALES,Nacional,4.4217,-75.1336,Ibagué,Tolima,AEROCIVIL,AEROCIVIL,7368,122,no-especificado,3114,"984,000",3C,Público,73001,73,2016-01-01,2300-01-01,S,2016
251,813,IGO,IGO,JAIME ORTIZ BETANCUR,Aeródromo,7.6772,-76.683,Chigorodó,Antioquia,MUNICIPIO,MUNICIPIO,1680,70,6400,170,"4,545,000",1A,Público,5172,5,2016-01-01,2300-01-01,S,2016
252,814,IPI,IPI,SAN LUIS,Internacional,0.8619,-77.6718,Aldana,Nariño,AEROCIVIL,AEROCIVIL,0,84,no-especificado,9740,"455,000",3C,Privado,52022,52,2016-01-01,2300-01-01,S,2016
253,815,LJB,no-especificado,EL BORREGO,Aeródromo,9.5851,-73.4519,La Jagua de Ibirico,Cesar,DRUMMOND LTD.,DRUMMOND LTD.,3238,62,no-especificado,253,"5,388,000",3C,Privado,20400,20,2016-01-01,2300-01-01,S,2016
254,816,MFS,MFS,MIRAFLORES,Aeródromo,1.3377,-71.9507,Miraflores,Guaviare,MUNICIPIO,MUNICIPIO,5720,0,25000,730,"21,000",3B,Público,95200,95,2016-01-01,2300-01-01,S,2016
255,817,MGN,MGN,BARACOA,Aeródromo,9.2849,-74.8465,Magangué,Bolívar,AEROCIVIL,AEROCIVIL,171,0,33112,195,"352,000",2B,Aerocivil,13430,13,2016-01-01,2300-01-01,S,2016
256,818,MMP,MVP,SAN BERNARDO,Aeródromo,9.2583,-74.4383,Mompós,Bolívar,AEROCIVIL,AEROCIVIL,3604,41,16300,72,"352,000",2A,Aerocivil,13468,13,2016-01-01,2300-01-01,S,2016
257,819,MQU,MQU,JOSE CELESTINO,Regional,5.2126,-74.8837,San Sebastián de Mariquita,Tolima,AEROCIVIL,AEROCIVIL,404,0,no-especificado,1531,"51,000",2A,Público,73443,73,2016-01-01,2300-01-01,S,2016
258,820,MTB,MTB,EL PINDO,Regional,7.9733,-75.4413,Montelíbano,Córdoba,AEROCIVIL,AEROCIVIL,432,51,12202,160,"3,107,000",2C,Aerocivil,23466,23,2016-01-01,2300-01-01,S,2016
259,821,MTR,MTR,LOS GARZONES,Nacional,8.8239,-75.8261,Montería,Córdoba,AEROCIVIL,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte,464,8,no-especificado,19,"984,000",4C,Fumigación,23001,23,2016-01-01,2300-01-01,S,2016
260,822,MVP,MVP,FABIO A. LEON BENTLEY,Regional,1.2535,-70.2341,Mitú,Vaupés,MUNICIPIO,AEROCIVIL,3977,76,no-especificado,680,"34,000",3C,Aerocivil,97001,97,2016-01-01,2300-01-01,S,2016
261,823,NQU,NQU,REYES MURILLO,Regional,5.712,-77.2627,Nuquí,Chocó,AEROCIVIL,AEROCIVIL,204,19,no-especificado,13,"2,279",1A,Público,27495,27,2016-01-01,2300-01-01,S,2016
262,824,NVA,NVA,BENITO SALAS,Internacional,2.9499,-75.2941,Neiva,Huila,AEROCIVIL,AEROCIVIL,6461,2,no-especificado,1464,"57,000",3C,Privado,41001,41,2016-01-01,2300-01-01,S,2016
263,825,OCV,OCV,AGUAS CLARAS,Regional,8.3156,-73.3583,Ocaña,Norte de Santander,AEROCIVIL,AEROCIVIL,4487,1,19000,3850,"2,363,000",2C,Privado,54498,54,2016-01-01,2300-01-01,S,2016
264,826,ORU,no-especificado,EL MEDANO,Aeródromo,4.7621,-71.7184,Orocué,Casanare,ALBERTO MENDOZA Y OTRO,EL MISMO,4419,62,4950,485,"828,000",1A,Privado,85230,85,2016-01-01,2300-01-01,S,2016
265,827,OTU,OTU,REMEDIOS OTU,Regional,7.0106,-74.7156,Remedios,Antioquia,AEROCIVIL,AEROCIVIL,41,0,no-especificado,2058,"522,000",1A,Público,5604,5,2016-01-01,2300-01-01,S,2016
266,828,PCR,PCR,GERMAN OLANO,Regional,6.185,-67.4925,Puerto Carreño,Vichada,MUNICIPIO,AEROCIVIL,77,0,no-especificado,1915,"551,000",3C,Fumigación,99001,99,2016-01-01,2300-01-01,S,2016
267,829,PIP,RON,PAIPA JUAN JOSE RONDON,Aeródromo,5.7644,-73.1057,Paipa,Boyacá,AEROCIVIL,AEROCIVIL,913,86,11400,8205,"984,000",3C,Aerocivil,15516,15,2016-01-01,2300-01-01,S,2016
268,830,PLT,PLT,LAS FLORES,Aeródromo,9.7985,-74.7831,Plato,Magdalena,AEROCIVIL,AEROCIVIL,0,110,3500,86,"876,000",2A,Privado,47555,47,2016-01-01,2300-01-01,S,2016
269,831,PPN,PPN,GUILLERMO LEON VALENCIA,Nacional,2.4542,-76.6099,Popayán,Cauca,AEROCIVIL,AEROCIVIL,9835,12,no-especificado,5669,"455,000",4C,Aerocivil,19001,19,2016-01-01,2300-01-01,S,2016
270,832,PSO,PSO,ANTONIO NARIÑO,Nacional,1.3964,-77.291,Pasto,Nariño,AEROCIVIL,AEROCIVIL,368,3,no-especificado,5896,"95,000",4C,Fumigación,52001,52,2016-01-01,2300-01-01,S,2016
271,833,PTL,PTX,CONTADOR,Regional,1.8573,-76.0856,Pitalito,Huila,AEROCIVIL,AEROCIVIL,105,11,no-especificado,4221,"2,090,000",2B,Público,41551,41,2016-01-01,2300-01-01,S,2016
272,834,PTW,no-especificado,GEMELOS DORADOS,Aeródromo,7.2466,-73.7723,Puerto Wilches,Santander,MILTON A. SALAZAR REY,EL MISMO,6145,82,5670,314,"6,473,000",1A,Fumigación,68575,68,2016-01-01,2300-01-01,S,2016
273,835,PUU,PUU,TRES DE MAYO,Nacional,0.5054,-76.5008,Puerto Asís,Putumayo,AEROCIVIL,AEROCIVIL,5475,112,33112,809,"115,000",3C,Privado,86568,86,2016-01-01,2300-01-01,S,2016
274,836,PVA,PVA,EL EMBRUJO,Nacional,13.3572,-81.3579,Providencia,San Andrés islas,AEROCIVIL,AEROCIVIL,234,1,no-especificado,10,"338,000",2B,Público,88564,88,2016-01-01,2300-01-01,S,2016
275,837,PZA,PZA,PAZ DE ARIPORO,Aeródromo,5.8819,-71.883,Paz de Ariporo,Casanare,AEROCIVIL,AEROCIVIL,393,64,29000,878,"1,591,000",2B,Público,85250,85,2016-01-01,2300-01-01,S,2016
276,838,RAV,RAV,CRAVO NORTE,Aeródromo,6.3167,-70.2111,Cravo Norte,Arauca,AEROCIVIL,AEROCIVIL,3651,53,12202,336,"343,000",3C,Fumigación,81220,81,2016-01-01,2300-01-01,S,2016
277,839,RCH,RCH,ALMIRANTE PADILLA,Internacional,11.5262,-72.9267,Riohacha,La Guajira,MUNICIPIO,AEROCIVIL -ORIENTE S.A.S.,249,116,no-especificado,43,"187,000",4C,Privado,44001,44,2016-01-01,2300-01-01,S,2016
278,840,RVE,RVE,COLONIZADORES,Regional,6.9504,-71.8562,Arauca,Arauca,ECOPETROL,AEROCIVIL,3159,126,no-especificado,678,"4,158,000",3C,Fumigación,81001,81,2016-01-01,2300-01-01,S,2016
279,841,SMR,SMR,SIMON BOLIVAR,Internacional,11.1197,-74.2473,Santa Marta,Magdalena,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,144,87,no-especificado,22,"352,000",3C,Público,47001,47,2016-01-01,2300-01-01,S,2016
280,842,SNR,no-especificado,SAN MARTIN,Regional,3.7023,-73.6881,San Martín,Meta,AEROCIVIL,AEROCIVIL,102,37,3000,1380,"644,000",1A,Público,50689,50,2016-01-01,2300-01-01,S,2016
281,843,SVI,SVI,EDUARDO FALLA SOLANO,Regional,2.1522,-74.7663,San Vicente del Caguán,Caquetá,AEROCIVIL,AEROCIVIL,48,1,no-especificado,875,"141,000",3C,Público,18753,18,2016-01-01,2300-01-01,S,2016
282,844,TCO,no-especificado,LA FLORIDA,Nacional,1.8144,-78.749,San Andrés de Tumaco,Nariño,AEROCIVIL,AEROCIVIL,6363,125,no-especificado,10,"455,000",3C,Aerocivil,52835,52,2016-01-01,2300-01-01,S,2016
283,845,TDA,TDA,TRINIDAD,Aeródromo,5.4349,-71.6584,Trinidad,Casanare,AEROCIVIL,AEROCIVIL,3172,26,12202,560,"644,000",2A,Aerocivil,85430,85,2016-01-01,2300-01-01,S,2016
284,846,TLU,TLU,TOLU,Regional,9.5095,-75.5859,Tolú Viejo,Sucre,AEROCIVIL,AEROCIVIL,325,0,12202,15,"455,000",2A,Aerocivil,70823,70,2016-01-01,2300-01-01,S,2016
285,847,TME,TME,GUSTAVO VARGAS,Regional,6.451,-71.7601,Tame,Arauca,AEROCIVIL,AEROCIVIL,8767,139,33112,1199,"343,000",4C,Público,81794,81,2016-01-01,2300-01-01,S,2016
286,848,TTM,TTM,TABLON DE TAMARA,Aeródromo,5.7267,-72.1006,Támara,Casanare,AEROCIVIL,AEROCIVIL,4101,1,12202,1650,"644,000",2C,Privado,85400,85,2016-01-01,2300-01-01,S,2016
287,849,UIB,UIB,EL CARAÑO,Nacional,5.6908,-76.6412,Quibdó,Chocó,AEROCIVIL,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte,3107,76,63196,192,"522,000",3C,Privado,27001,27,2016-01-01,2300-01-01,S,2016
288,850,URR,URR,ALI PIEDRAHITA,Regional,6.3273,-76.1409,Urrao,Antioquia,AEROCIVIL,AEROCIVIL,2141,51,no-especificado,6104,"551,000",2A,Privado,5847,5,2016-01-01,2300-01-01,S,2016
289,851,VGP,VGZ,CANANGUCHAL,Regional,0.9785,-76.6064,Villagarzón,Putumayo,AEROCIVIL,AEROCIVIL,34,57,no-especificado,397,"1,270,000",3B,Público,86885,86,2016-01-01,2300-01-01,S,2016
290,852,VUP,VUP,ALFONSO LOPEZ PUMAREJO,Nacional,10.4351,-73.2494,Valledupar,Cesar,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,8800,0,no-especificado,450,"352,000",4C,Público,20001,20,2016-01-01,2300-01-01,S,2016
291,853,VVC,VVC,VANGUARDIA,Nacional,4.1684,-73.6147,Villavicencio,Meta,AEROCIVIL,AEROCIVIL,7266,112,no-especificado,1366,"499,000",3C,Público,50001,50,2016-01-01,2300-01-01,S,2016
292,854,VVU,no-especificado,SANTA ISABEL,Aeródromo,3.9873,-73.2091,Villavicencio,Meta,EFA LTDA.,EFA LTDA.,29,50,2000,689,"2,634,000",1A,Público,50001,50,2016-01-01,2300-01-01,S,2016
293,855,YAP,no-especificado,YAPIMA,Aeródromo,1.0825,-69.4914,Mitú,Vaupés,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,1196,50,2300,600,"3,423,000",1A,Fumigación,97001,97,2016-01-01,2300-01-01,S,2016
294,856,YOP,no-especificado,TROMPILLOS,Aeródromo,5.0932,-72.1807,Yopal,Casanare,ALEXANDER RIVERA,CELTA LTDA.,55,24,2000,623,"4,736,000",1A,Fumigación,85001,85,2016-01-01,2300-01-01,S,2016
295,857,YPL,no-especificado,CIENAGA,Aeródromo,5.2481,-72.8686,Yopal,Casanare,ALVARO MALAVER,SER.FUM.AER.CAS-SFA,2454,16,2000,609,"4,216,000",1A,Público,85001,85,2016-01-01,2300-01-01,S,2016
296,858,YPP,no-especificado,GERMAN ALBERTO,Aeródromo,5.1875,-72.3191,Yopal,Casanare,JOSE NELSON PEREZ R.,CELTA LTDA.,218,8,2000,735,"4,511,000",1A,Fumigación,85001,85,2016-01-01,2300-01-01,S,2016
297,859,ZPS,AZT,GUILLERMO GOMEZ ORTIZ,Aeródromo,6.7674,-73.2846,Zapatoca,Santander,MUNICIPIO,MUNICIPIO,2150,66,2300,5918,"11,000",1A,Fumigación,68895,68,2016-01-01,2300-01-01,S,2016
298,0,7FU,no-especificado,LA ESCONDIDA,Aeródromo,4.6108,-71.1935,Puerto Gaitán,Meta,PALMAS SICARARE S.A.S.,COSARGO S.A.S.,2141,17,5000,564,"1,843,000",1A,Aerocivil,50568,50,1900-01-01,2014-12-31,N,2014
299,1,7FW,no-especificado,MORICHITO,Aeródromo,5.9188,-71.7932,Hato Corozal,Casanare,CARMEN NARANJO,ROBERTO C. RIAÑO P.,1361,14,3500,720,"2,220,000",1A,Privado,85125,85,1900-01-01,2014-12-31,N,2014
300,2,7FX,no-especificado,CAROLINA DEL PRINCIPE,Aeródromo,6.7248,-75.2909,Carolina,Antioquia,MUNICIPIO,MUNICIPIO,452,0,1000,6004,"6,470,000",1A,Público,5150,5,1900-01-01,2014-12-31,N,2014
301,3,7FY,no-especificado,DUBAI,Aeródromo,8.296,-75.0307,Ayapel,Córdoba,ANDRES D. LONDOÑO T.,ANDRES D. LONDOÑO T.,426,15,500,82,"1,212,000",1A,Fumigación,23068,23,1900-01-01,2014-12-31,N,2014
302,4,7FZ,no-especificado,EL TRIUNFO,Aeródromo,4.8095,-71.667,Orocué,Casanare,ERNESTO J. PEREZ VILLAMIZAR,EL MISMO,630,25,3000,475,"5,532,000",1A,Privado,85230,85,1900-01-01,2014-12-31,N,2014
303,5,7GA,no-especificado,BARU - HIDROPUERTO,Aeródromo,10.2321,-75.5877,Cartagena de Indias,Bolívar,MAURICIO E. VASQUEZ M.,EL MISMO,269,27,500,0,"6,067,000",1A,Público,13001,13,1900-01-01,2014-12-31,N,2014
304,6,7GB,no-especificado,LA CAROLINA,Aeródromo,9.528,-73.7866,El Paso,Cesar,JORGE AGUDELO RESTREPO,JORGE AGUDELO REST.,249,8,500,690,"5,474,000",UL,Público,20250,20,1900-01-01,2014-12-31,N,2014
305,7,7GC,no-especificado,SAN FELIPE DEL PAUTO,Aeródromo,5.2032,-70.8951,Trinidad,Casanare,AGRAS S.A.S,AGRAS S.A.S,939,4,3000,3125,"4,505,000",1A,Privado,85430,85,1900-01-01,2014-12-31,N,2014
306,8,7GD,no-especificado,VELASQUEZ,Aeródromo,5.9482,-74.4575,Puerto Boyacá,Boyacá,FAC,MANSAROVAR,1057,24,10000,617,"2,135,000",3C,Aerocivil,15572,15,1900-01-01,2014-12-31,N,2014
307,9,7GE,no-especificado,LUCITANIA,Aeródromo,4.6954,-71.589,Orocué,Casanare,AGROPECUARIA CRAVO SUR,AGROPECUARIA CRAVO SUR,1266,6,3000,443,"1,051,000",1A,Aerocivil,85230,85,1900-01-01,2014-12-31,N,2014
308,10,7GF,no-especificado,LA UNION,Aeródromo,5.6283,-70.7032,Paz de Ariporo,Casanare,MARTHA Y. VARGAS DE R.,GEOPARK CUERVA,757,14,3500,335,"2,136,000",1A,Fumigación,85250,85,1900-01-01,2014-12-31,N,2014
309,11,7GG,no-especificado,LA ILUSION,Aeródromo,4.5805,-72.4282,Maní,Casanare,SIGRA S.A.,SIGRA S.A.,418,22,3500,574,"1,944,000",1A,Aerocivil,85139,85,1900-01-01,2014-12-31,N,2014
310,12,7GH,no-especificado,LA VENTUROSA,Aeródromo,6.1391,-68.7779,Puerto Carreño,Vichada,MUNICIPIO,GOBERNACION,1543,22,9500,246,"6,782,000",1A,Público,99001,99,1900-01-01,2014-12-31,N,2014
311,13,7GI,no-especificado,GUAYABAL DEL CRAVO,Aeródromo,4.7223,-71.5943,Orocué,Casanare,KLAUS PUTH ARANGUREN,KLAUS PUTH ARANGUREN,326,12,2500,442,"3,710,000",1A,Público,85230,85,1900-01-01,2014-12-31,N,2014
312,14,7GK,no-especificado,LAS VIOLETAS- CA,Aeródromo,3.8519,-73.7286,Castilla la Nueva,Meta,FRANCELINA CADENA,AEROCLUB DEL META,464,7,500,609,"4,132,000",UL,Fumigación,50150,50,1900-01-01,2014-12-31,N,2014
313,15,7GN,no-especificado,LOS MANGOS,Aeródromo,8.2956,-75.0987,Ayapel,Córdoba,MANUEL LOPEZ ORTEGA,MANUEL LOPEZ ORTEGA,179,12,500,90,"5,190,000",UL,Aerocivil,23068,23,1900-01-01,2014-12-31,N,2014
314,16,7GO,no-especificado,MATABRAVA,Aeródromo,5.2132,-71.6915,San Luis de Palenque,Casanare,FRANCISCA REYES DIAZ,FRANCISCA REYES DIAZ,561,11,2000,524,"5,966,000",1A,Fumigación,85325,85,1900-01-01,2014-12-31,N,2014
315,17,7GP,no-especificado,EL PORVENIR - CA,Aeródromo,9.491,-74.1909,Pijiño del Carmen,Magdalena,LA CEIBA S.A.,LA CEIBA S.A.,280,17,500,176,"236,000",UL,Fumigación,47545,47,1900-01-01,2014-12-31,N,2014
316,18,7GQ,no-especificado,LA PROVINCIA,Aeródromo,5.6918,-70.11,Paz de Ariporo,Casanare,CARLOS H. MONTENEGRO,CARLOS H. MONTENEGRO,592,14,2500,430,"399,000",1A,Aerocivil,85250,85,1900-01-01,2014-12-31,N,2014
317,19,7GS,no-especificado,EL ENCANTO,Aeródromo,4.6934,-70.9078,Cumaribo,Vichada,JUAN AQUILINO PEREZ P.,EL ENCANTO 1 S.A.S.,792,10,5000,544,"5,964,000",1A,Fumigación,99773,99,1900-01-01,2014-12-31,N,2014
318,20,7GU,no-especificado,HATO GARIBAY,Aeródromo,4.4656,-72.3273,Maní,Casanare,AGROPECUARIA LA TAGUA,ROBERTO HERRERA OBREGON,739,18,5500,482,"4,212,000",1A,Fumigación,85139,85,1900-01-01,2014-12-31,N,2014
319,21,7GV,no-especificado,REPRESA DE LAS CANARIAS,Aeródromo,5.7658,-71.2503,Paz de Ariporo,Casanare,OLGA BRAVO DE CANTOR,OLGA BRAVO DE CANTOR,12,6,3500,652,"5,236,000",1A,Privado,85250,85,1900-01-01,2014-12-31,N,2014
320,22,7GX,no-especificado,LA ATARRAYA - CA.,Aeródromo,8.2857,-75.0963,Ayapel,Córdoba,FELIPE BRAVO BOTERO,FELIPE BRAVO BOTERO,82,18,500,91,"5,714,000",UL,Privado,23068,23,1900-01-01,2014-12-31,N,2014
321,23,7HA,no-especificado,EL CONDOR,Aeródromo,4.2595,-74.8308,Flandes,Tolima,AEROTURBO DE COLOMBIA,LUIS FDO. BARRETO CAVIEDES,235,0,500,992,"5,730,000",UL,Aerocivil,73275,73,1900-01-01,2014-12-31,N,2014
